"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo"
"LARRYFITZGERALD","Larry Fitzgerald","WR",176.874789598011,4.39212830097957,28,"ARI",59,41.6,16,124.37,203.875,190.125,181.225,NA,189.275,182.75,172.5,169.275,162.75,175.525,173,158.25,203.75,NA,181.07,177.446682900433,176.874789598011,33.4755679084004,7.2,20.0832334121205,23.8,25,24.4,25,36.7,19.3,38.1,23,34,40.4,4.9,24.4,19
"TOBYGERHART","Toby Gerhart","RB",175.949839519971,4.34883165039687,33,"JAC",60,35.6,16,148.925,200.575,178.625,160.725,NA,186.56,205.625,212.275,173.175,181.75,171.1,196.375,160.475,180.6,NA,178.8,176.437214285714,175.949839519971,58.0220253189007,8.6,18.1159137019981,21.5,36,28.75,36,42,11.2,63,16,44,38.7,5.6,28.75,19
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR",175.499980106156,5.50615832578543,20,"MIN",61,52.7,17,89.705,155.375,159.375,160.15,NA,173.85,205.725,184.325,169.7,162,165.975,171.125,155.875,203.275,NA,165.095,173.512326839827,175.499980106156,32.1007584165454,11.3,27.0835208198639,12.1,22,17.05,22,46.1,9.5,68.3,15,51,43.6,7,17.05,19
"RODDYWHITE","Roddy White","WR",174.862029596572,4.63574378662549,27,"ATL",62,40.4,18,125.005,187.625,171.5,167.5,NA,176.7125,187.5,189.375,174.25,176.375,172.625,177,158.5,206.625,NA,173.825,174.568869047619,174.862029596572,31.4628079069617,11.1,18.3488689850041,19.7,27,23.35,27,39.7,14.1,51,21,45,38.9,4.7,23.35,17
"REGGIEBUSH","Reggie Bush","RB",174.823967960104,4.57971865541123,20,"DET",63,43,17,153.17,190.05,161.3,195.4,NA,172.5,181.125,155.075,182.15,198,175.125,192.5,184.15,201.95,NA,158.625,174.51125,174.823967960104,56.8961537590331,12.3,16.4680702046031,11,24,17.5,24,61.6,23.5,29.9,29,33,32.1,4.7,17.5,17
"MICHAELFLOYD","Michael Floyd","WR",174.712390725653,3.50642724818749,18,"ARI",64,49.3,19,163.825,184.25,176.75,164.5,NA,179.025,188.95,189.125,171.375,180.75,172.125,167.25,180.125,179.25,NA,169.025,175.884312770563,174.712390725653,31.3131690360429,9.6,8.36475324445732,9,23,16,23,49.4,8.3,73.3,13,58,51.7,6.5,16,17
"MICHAELCRABTREE","Michael Crabtree","WR",173.304118405745,5.02229040072635,18,"SF",65,49,20,140.29,201.75,196.625,167.575,NA,187.9875,189.35,179,153.25,161.625,168.375,179.5,150,199,NA,149.855,173.443371212121,173.304118405745,29.9048967161341,13,20.2588443080837,9.4,22,15.7,22,48,10.7,57.5,16,46,48.4,6.2,15.7,17
"RYANMATHEWS","Ryan Mathews","RB",171.694393690724,3.78317462425119,32,"SD",66,37.8,18,157.255,182.575,170.225,170.5,NA,170.975,165.5,164.175,171,179.5,175.575,189.625,205.2,185.075,NA,163.45,172.777619047619,171.694393690724,53.7665794896536,8.4,12.5156472834239,23.3,33,28.15,33,40.1,16.5,46.5,22,39,45,6.5,28.15,15
"JULIUSTHOMAS","Julius Thomas","TE",171.645648126651,4.41097658306865,29,"DEN",67,36.9,2,188.145,179.875,182.375,187.375,187.375,181.125,190.375,177.875,165,178.5,152.25,160.25,119.75,168.5,NA,148.25,170.948291666667,171.645648126651,53.2907238502209,8,19.4073593797621,28.3,28,28.15,28.3,33.3,26,28.6,29,29,29.2,5.2,28.15,23
"JOHNNYMANZIEL","Johnny Manziel","QB",171.205262747707,7.89059455955765,2,"CLE",68,161.4,28,NA,241.92,157.16,166.34,NA,175.362,130.5,166.3,177.7,164.3,223.7,198,245.6,137.28,NA,170.56,176.124831501832,171.205262747707,-73.8770513688164,25.3,36.3868892886238,1.6,1,1.3,1.6,129.9,3.3,128.7,0,159,NA,NA,1.3,1
"RASHADJENNINGS","Rashad Jennings","RB",169.902363347203,4.23765199434569,22,"NYG",69,42.8,19,171.49,170.95,155.45,165.25,NA,166.765,163.875,196.15,169.375,172.875,176.1,162.25,163.05,192.85,NA,168.15,168.926476190476,169.902363347203,51.9745491461328,13.9,11.210514197459,13.6,29,21.3,29,58,11.3,61.9,16,49,36.8,5.2,21.3,14
"ROBGRONKOWSKI","Rob Gronkowski","TE",168.902637127057,5.68773183778899,20,"NE",70,36.7,3,170.12,185.25,187.875,163,163,172.5625,228.35,140.125,193.75,170,149.125,178.75,123.5,169.125,NA,192.9,172.163239583333,168.902637127057,50.5477128506269,15.1,24.8197797021707,15.3,23,19.15,23,43.2,21.7,35,26,31,28.9,5.6,19.15,23
"CJSPILLER","C.J. Spiller","RB",168.095830450811,4.29832552941686,28,"BUF",71,40.4,20,142.195,184.45,154.175,175.6,NA,169.9525,190.45,158.35,173.325,183.75,173.225,168.25,176.725,185.625,NA,168.225,168.667666666667,168.095830450811,50.1680162497408,12.6,13.2478368400631,24.3,30,27.15,30,40.9,16.2,46.6,21,38,37.1,5.7,27.15,14
"PERCYHARVIN","Percy Harvin","WR",167.887615482865,7.80706788555219,19,"SEA",72,57.8,21,-0.03,156.5,131.75,152.6,NA,165.95,155.875,195.875,163.75,158.375,163.3,195,159.2,179.575,NA,153.425,159.385027056277,167.887615482865,24.4883937932548,14.8,46.9429809803785,13.3,23,18.15,23,43.9,12.2,52.7,16,52,52.7,7.1,18.15,14
"DESEANJACKSON","DeSean Jackson","WR",166.950004093462,4.08484175281336,16,"WAS",73,57,22,155.86,159.75,164.625,173.475,NA,165.4875,177.475,155.7,165.925,182.25,161.825,173.25,137.625,180.325,NA,166.28,167.072819264069,166.950004093462,23.5507824038517,12,11.7044824890526,9.1,22,15.55,22,47.1,15.5,46.9,18,50,53.2,7.1,15.55,13
"TORREYSMITH","Torrey Smith","WR",166.821151560461,4.04438690280107,12,"BAL",74,52.3,23,146.505,162.125,166.625,169.2,NA,167.9,198,175.225,154.25,153.5,164.575,175.75,172.25,179.375,NA,162.725,167.492483766234,166.821151560461,23.421929870851,10.7,12.7017148243071,4.5,18,11.25,18,58.4,9.1,66.1,13,66,62.9,7.1,11.25,13
"JOIQUEBELL","Joique Bell","RB",166.724745977875,4.26892775352064,14,"DET",75,49.1,21,154.035,190.7,162.075,175.325,NA,170.0125,161.55,178.575,175.5,178.25,168.9,152.75,195.025,181.875,NA,151.6,167.854702380952,166.724745977875,48.7969317768047,12,13.5977794590021,4.6,23,13.8,23,89,8.2,72.5,15,69,56.3,7.4,13.8,11
"WESWELKER","Wes Welker","WR",165.806764498343,4.96346112886189,21,"DEN",76,56.9,24,188.56,180.125,165.75,160.75,NA,168.4875,185.375,168.875,148.25,141.375,163.875,148,140.125,193.5,NA,160.4,166.227261904762,165.806764498343,22.4075428087325,15.3,17.1533323951824,18.4,23,20.7,23,39.2,13.8,47.8,19,42,42.1,6.6,20.7,11
"FRANKGORE","Frank Gore","RB",164.932923277133,4.23826236013209,15,"SF",77,46.7,22,134.95,173.425,151.15,176.55,NA,167.6375,198.7,179.275,155.675,159.25,155,162,140.35,181.5,NA,163.975,161.857202380952,164.932923277133,47.005109076063,8.6,16.9787250976313,6.6,22,14.3,22,68.5,16.4,40.2,21,48,42.8,6.2,14.3,11
"RYANFITZPATRICK","Ryan Fitzpatrick","QB",164.17172488851,6.73270691162242,1,"HOU",78,181.7,29,207.9,175.84,82.52,153.6,NA,137.028,155.02,159,188.04,188,139.78,147.9,221.46,151.32,NA,176.7,163.557533333333,164.17172488851,-80.9105892280138,16.3,34.2626032728537,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISJOHNSON","Chris Johnson","RB",161.903391518194,4.51516182974999,8,"NYJ",79,64,23,154.14,168.775,150.875,169.45,NA,163.535,183.9,183.75,160.3,158.25,155.025,191.125,184.375,174.15,NA,146.95,161.688642857143,161.903391518194,43.975577317124,13.8,14.1733770511112,3,12,7.5,12,89.1,10.7,61.5,15,62,59.8,7.8,7.5,9
"BISHOPSANKEY","Bishop Sankey","RB",160.703099537935,6.01687163963215,17,"TEN",80,60,24,NA,197.6,168.125,134.375,NA,172.4425,195.25,188.25,141.875,153.625,165.2,171.75,166.325,175.15,NA,132.6,163.538246336996,160.703099537935,42.7752853368641,21.6,21.1384112413325,9.5,23,16.25,23,75.4,8.3,82.7,12,54,50.3,7.9,16.25,10
"MIKEWALLACE","Mike Wallace","WR",160.151740338021,4.03432881932924,9,"MIA",81,64.7,25,137.555,157.5,159.375,156.35,NA,160.8875,156.675,164.225,157.25,162.75,165.525,168.25,148.5,180.175,NA,174.585,160.354983766234,160.151740338021,16.7525186484106,12.7,10.4239544581377,2.1,14,8.05,14,81.1,4.8,91.3,10,76,76,7.8,8.05,10
"TYHILTON","T.Y. Hilton","WR",159.537293405894,6.36835596825161,11,"IND",82,68.9,26,52.885,148.625,149.625,168.475,NA,159.575,146.875,176.175,156.275,147,154.35,165.75,160.875,173.575,NA,162.835,154.909675324675,159.537293405894,16.1380717162831,16.8,29.9717297224392,5.2,16,10.6,16,56.9,8.2,71.6,12,63,57.7,6.8,10.6,6
"MARQUESCOLSTON","Marques Colston","WR",159.447813559119,4.60104391104071,8,"NO",83,71.5,27,195.09,152.625,156.75,149.375,NA,157.1625,157.375,175.375,139.125,151,157.875,162.625,167.375,167.875,NA,163.6,161.117202380952,159.447813559119,16.048591869509,15.4,13.3172098192341,2.3,12,7.15,12,80.1,6.4,79.6,11,75,72.5,8.5,7.15,6
"RAYRICE","Ray Rice","RB",159.01248098133,4.99409421720058,7,"BAL",84,64.1,25,148.91,176.975,159.175,173.35,NA,169.37,150.75,180.225,139.3,143,146.425,149.75,169.15,168.725,NA,152.2,157.305023809524,159.01248098133,41.0846667802591,18.9,13.5546230556707,3.8,10,6.9,10,100,11.7,61,14,67,50.2,7.1,6.9,6
"SHANEVEREEN","Shane Vereen","RB",155.954594651863,4.88178560742605,14,"NE",85,54.1,26,194.305,195.15,172.75,165.475,NA,172.59,121.375,151.625,132.075,150,152.825,169.875,172.325,150.5,NA,151,159.033202380952,155.954594651863,38.0267804507927,11.1,20.8793722933099,4.5,22,13.25,22,90.2,7.7,73.9,11,65,48.9,7.5,13.25,5
"KENDALLWRIGHT","Kendall Wright","WR",155.817636590113,3.72189080639745,8,"TEN",86,69.3,28,148.395,162.625,153,156.175,NA,156.5875,146.2,158.125,152.875,146.5,157.75,161,155.5,177.5,NA,165.065,156.47178030303,155.817636590113,12.4184149005023,11.8,8.18901776679536,2.1,12,7.05,12,84.7,4.5,93.5,11,84,86.8,8.9,7.05,5
"EMMANUELSANDERS","Emmanuel Sanders","WR",154.344727689451,4.97593731416527,5,"DEN",87,83.1,29,153.33,167.75,176.25,153.275,NA,162.15,148.8,141.625,146.125,159.25,142.7,168.25,106.375,168.625,NA,155.52,154.302386363636,154.344727689451,10.9455059998407,15.4,17.1729323699046,1.7,7,4.35,7,103.7,6.2,84.7,11,78,67,9.1,4.35,4
"JULIANEDELMAN","Julian Edelman","WR",153.722343320269,4.42364332123862,9,"NE",88,76.6,30,145.965,167,152.375,162.275,NA,158.9375,146.225,154.25,140,141.5,146.3,148.75,142,168.95,NA,167.97,156.106255411255,153.722343320269,10.3231216306583,16.5,10.2967983344792,3.1,13,8.05,13,74,8,69.4,12,71,65.8,8.1,8.05,4
"BENTATE","Ben Tate","RB",151.642932997023,5.67388606804463,8,"CLE",89,55.8,27,97.285,167.025,140.25,183.475,NA,154.2025,186.875,147.625,146.625,152,153.9,142.875,175.225,169.725,NA,129.575,149.621357142857,151.642932997023,33.7151187959528,16.4,23.2640736184691,2.5,12,7.25,12,102.6,19.7,41.1,23,64,59.9,8.4,7.25,3
"TRENTRICHARDSON","Trent Richardson","RB",150.343208627425,5.96662419718529,9,"IND",90,71.7,28,128.595,177.925,146.475,181.45,NA,164.94,177.85,174.65,149.425,155.5,145.05,132.25,111.475,166,NA,148.175,152.089154761905,150.343208627425,32.4153944263542,21.3,20.9477709874024,2.4,14,8.2,14,95,11.9,54.9,15,70,61.2,8.7,8.2,2
"MATTSCHAUB","Matt Schaub","QB",149.394634365702,6.63759803770859,1,"OAK",91,192.6,30,170.69,172.12,124.42,115.1,NA,145.622,189.66,183.2,145.08,142.3,120.86,168,217.76,161.98,NA,88.09,150.054930952381,149.394634365702,-95.6876797508216,15.5,34.1541485302178,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"ERICDECKER","Eric Decker","WR",149.077886792122,4.96124500864124,8,"NYJ",92,77.3,31,95.68,146.125,154,154.375,NA,147.8375,193.7,140.625,152.5,141.125,153.575,155.75,137.375,171.625,NA,160.85,149.107472943723,149.077886792122,5.67866510251201,11.5,21.2617374476448,2.1,12,7.05,12,93.2,4.8,90.7,10,94,90.7,9.5,7.05,2
"JEREMYMACLIN","Jeremy Maclin","WR",149.056134036093,5.20595181054941,10,"PHI",93,78,32,135.41,156.25,159.375,151.375,NA,158.7625,190,172,120.65,130.5,155.65,150.125,127,164.25,NA,134.55,149.682288961039,149.056134036093,5.65691234648273,15.8,19.1037341484188,3.3,16,9.65,16,66,7.9,74.2,11,72,64,7.5,9.65,2
"TERRANCEWILLIAMS","Terrance Williams","WR",148.049039722719,4.32832374092773,10,"DAL",94,79.8,33,121.86,162.875,151.625,153.9,NA,147.975,139.875,129.375,137.075,152.75,153.35,151.375,156.75,162.625,NA,157.06,149.046168831169,148.049039722719,4.64981803310897,13.9,12.1430595425924,2.3,16,9.15,16,76.8,3.8,98.6,8,90,84.2,8.5,9.15,2
"GOLDENTATE","Golden Tate","WR",147.115940652897,4.81548769657763,7,"DET",95,81.6,34,159.435,172.25,159.625,165.125,NA,158.5125,137.4,128.125,132.25,143,151.4,129.375,135.125,163.125,NA,145.72,148.392613636364,147.115940652897,3.71671896328675,16.2,14.6530062701864,2,10,6,10,96.4,5.9,83.4,9,82,78.9,9.2,6,1
"REGGIEWAYNE","Reggie Wayne","WR",146.871514301461,4.55620114292248,6,"IND",96,88.1,35,159.41,140.625,143.5,162.5,NA,144.0875,173,131.75,138.75,137.75,141.25,161,126.875,167.5,NA,132.935,149.134875541126,146.871514301461,3.47229261185021,13.8,14.5954602458123,1.7,9,5.35,9,98.8,6.6,79.3,11,88,81.5,9.9,5.35,1
"JORDANCAMERON","Jordan Cameron","TE",146.768620626958,4.42198143339355,13,"CLE",97,62,4,145.85,129.5,156.5,151.875,151.875,143.9,144.125,141.625,151.5,159.5,147.75,161.625,131.125,151,NA,144.275,146.730729166667,146.768620626958,28.4136963505274,17.6,9.08383310114865,7.4,18,12.7,18,53.2,6.1,71.9,9,59,57.3,8.5,12.7,6
"SAMMYWATKINS","Sammy Watkins","WR",145.070459204255,4.34319452799957,5,"BUF",98,99,36,NA,138.875,149.625,151.825,NA,143.525,162.525,132.75,141.625,137.5,143.875,136.25,134,163.475,NA,138.775,143.59868048618,145.070459204255,1.67123751464439,16,10.0129731553748,1.8,7,4.4,7,104.6,6.9,85.8,9,93,80.3,8,4.4,1
"JASONWITTEN","Jason Witten","TE",142.11311532329,3.63836401898615,6,"DAL",99,78.7,5,145.69,151.25,151.125,144.25,144.25,145.3625,148.5,129,127.75,147,141.375,136.25,143.375,161.25,NA,143.3,143.652427083333,142.11311532329,23.7581910468592,10.8,8.41711449892986,3.3,8,5.65,8,62.2,8.1,57.8,11,56,67.9,9.6,5.65,5
"PIERRETHOMAS","Pierre Thomas","RB",140.036833595374,5.00203048896535,5,"NO",100,83,29,153.59,161.75,138.125,132.625,NA,146.7775,159.475,149.05,120.875,119.75,122.3,143.25,169.825,150.325,NA,132.975,139.586833333333,140.036833595374,22.1090193943034,16.9,15.8105609059487,1.6,7,4.3,7,107.9,5,90.6,10,92,74.5,8.8,4.3,1
"LAMARMILLER","Lamar Miller","RB",139.826616014677,5.83409216803783,13,"MIA",101,68,30,86.905,162.525,138.725,88.875,NA,126.2975,152.75,127.375,151.125,152,147.9,112.875,144.325,154.375,NA,151.05,136.238107142857,139.826616014677,21.8988018136064,17.1,24.150759314076,2.6,22,12.3,22,96.1,2.6,111.2,10,91,69.1,7.6,12.3,1
"STEVANRIDLEY","Stevan Ridley","RB",139.75381191672,4.8719882284091,8,"NE",102,76.1,31,160.75,169.475,127.55,166.2,NA,148.5325,130.6,142.925,150.3,132,122.425,135.125,147.9,129.5,NA,133.5,140.252583333333,139.75381191672,21.8259977156499,16.4,15.0166743368409,2.2,12,7.1,12,99.7,7.2,78.3,10,81,73.3,8.6,7.1,1
"VERNONDAVIS","Vernon Davis","TE",139.519846942373,5.95852552213096,17,"SF",103,70.6,6,74.47,145.25,172.875,170.375,170.375,155.4375,172.125,132.625,124.875,136.75,140.875,126.375,104,153.375,NA,116.875,139.924635416667,139.519846942373,21.1649226659423,14.7,28.0397151195959,11.4,21,16.2,21,47.5,13.3,45.3,14,47,53.1,8.4,16.2,2
"MAURICEJONESDREW","Maurice Jones-Drew","RB",139.328168141343,4.46632129283623,8,"OAK",104,86.2,32,136.97,154.4,136.1,130.4,NA,141.795,134.625,145.525,139.575,150.875,122.35,140.5,159.45,157.65,NA,136.475,140.687880952381,139.328168141343,21.4003539402725,16.6,10.6270191617281,2.1,12,7.05,12,106.6,5.2,85.3,11,89,73,9.4,7.05,1
"FREDJACKSON","Fred Jackson","RB",138.787542543247,4.50043405693932,5,"BUF",105,81.2,33,138.54,157.325,140.9,122.05,NA,136.665,175.225,138.125,132.825,151.75,137.825,153.875,116.575,153.025,NA,127.85,139.831238095238,138.787542543247,20.8597283421769,12.5,15.4352085254873,2.2,7,4.6,7,117.8,3.5,100.2,10,98,91.7,10.8,4.6,1
"RUEBENRANDLE","Rueben Randle","WR",138.255691563116,4.92632925944607,5,"NYG",106,94.1,37,120.14,139.75,149,114.375,NA,134.575,126.75,128.375,152,153.875,144.5,117.5,130.375,148.75,NA,158.625,136.779047619048,138.255691563116,-5.14353012649462,17.4,14.4884064678633,1.1,7,4.05,7,113.2,1.2,137.3,6,125,98.9,9.9,4.05,1
"GREGOLSEN","Greg Olsen","TE",136.521506080214,4.31097309333847,7,"CAR",107,83.7,7,165.245,125.375,136.125,135.25,135.25,136.0875,134.875,137.75,119.25,147.625,145.875,142,111.375,145.375,NA,142.075,137.227364583333,136.521506080214,18.1665818037836,13.3,12.6169050733907,3,9,6,9,61.7,3.7,83.3,8,73,86.2,12.6,6,1
"CECILSHORTS","Cecil Shorts","WR",134.671408774375,6.13116084016975,5,"JAC",108,105.8,38,213.375,118.25,124.25,140.25,NA,126.3,159.85,127.5,118.25,135,141.625,130,141.375,142.75,NA,140.55,140.061174242424,134.671408774375,-8.72781291523577,20.1,23.9445944282872,1.3,7,4.15,7,114.3,3.1,106.4,4,128,131.9,12.6,4.15,1
"STEVENJACKSON","Steven Jackson","RB",134.144553554916,6.12711347359178,6,"ATL",109,77.7,34,134.335,152.7,118.575,157.325,NA,143.3525,81.75,127.625,128.8,131.375,145.325,129.75,160.35,152.675,NA,155.45,135.43975,134.144553554916,16.216739353846,23.1,20.6414961445093,2.5,8,5.25,8,107.6,8.5,73.2,13,87,79,8.4,5.25,1
"BRIANHARTLINE","Brian Hartline","WR",132.957417098814,4.90769318681518,1,"MIA",110,127,39,163.54,119.5,NA,110.25,NA,124.15,140,143.75,127.25,135.5,132.375,124,140.875,152.25,NA,138.1,134.420750915751,132.957417098814,-10.4418045907961,17.5,14.1880215254873,1,1,1,1,NA,0,146.6,4,174,NA,NA,1,1
"BRANDINCOOKS","Brandin Cooks","WR",132.762296727715,5.77497362929036,6,"NO",111,96.1,40,NA,142.375,148.375,105.95,NA,127.7,124.475,102.125,140.5,144.375,129.45,111.25,126.125,169.5,NA,134.615,132.232536630037,132.762296727715,-10.6369249618957,21.7,18.5418106793601,1.7,9,5.35,9,104.3,3,124.6,8,101,69.9,7.3,5.35,1
"DWAYNEBOWE","Dwayne Bowe","WR",132.457559428232,4.4267159489929,4,"KC",112,103.6,41,143.245,129.75,121.125,120.125,NA,130.9875,141.25,146.5,122.25,126.875,142.5,102.125,124.5,150.75,NA,143.975,133.121488095238,132.457559428232,-10.9416622613781,13.6,13.4811558511795,1.2,6,3.6,6,116.8,2,121.6,4,112,102.9,10.1,3.6,1
"DEANDREHOPKINS","DeAndre Hopkins","WR",132.196592949005,4.57789466466033,5,"HOU",113,111.5,42,117.52,118.75,119,145.25,NA,124.7,133.7,124.625,136.5,142.5,132.625,136.25,129.625,162.325,NA,140.75,132.889496753247,132.196592949005,-11.2026287406052,16.1,12.3181132153757,1.1,7,4.05,7,122.7,2.5,112.5,8,126,114,11.5,4.05,1
"MIKEEVANS","Mike Evans","WR",130.249936364991,4.66265510940561,5,"TB",114,106.5,43,NA,136.375,141.5,123.25,NA,127.5625,116,100.75,124.25,146.625,132.05,116.25,139.75,145.75,NA,138.4,130.386498917749,130.249936364991,-13.1492853246192,15.8,13.5160088781263,1.4,7,4.2,7,110.4,1.8,123.6,5,118,111.5,9.7,4.2,1
"DANNYWOODHEAD","Danny Woodhead","RB",128.977489463227,4.76496092478212,3,"SD",115,107.7,35,108.265,148.775,121.875,141.25,NA,135.1475,135.775,135.825,117.95,125.125,115.275,113.5,102.775,149.75,NA,131.05,126.950845238095,128.977489463227,11.0496752621564,15.7,14.6769246039844,2.3,3,2.65,3,121.8,2.9,107.6,9,107,96.9,14.5,2.65,1
"KELVINBENJAMIN","Kelvin Benjamin","WR",128.624621085204,5.19623236484609,4,"CAR",116,105.4,44,NA,136.25,141.125,110.375,NA,124.475,178.975,126.5,118.5,135.125,125.625,124.5,123.5,136.25,NA,137.2,131.043473193473,128.624621085204,-14.7746006044067,18.1,16.5033094486049,1.3,6,3.65,6,123.6,2.5,129.3,2,129,92.2,9.8,3.65,1
"RILEYCOOPER","Riley Cooper","WR",128.372489026089,5.14595324522169,4,"PHI",117,115.6,45,137.61,127.375,134.25,132,NA,129.5375,129.95,117.25,122.275,119.375,127.2,130,123,163.75,NA,111.95,129.931931818182,128.372489026089,-15.026732663521,21.6,12.1811458823408,1.3,6,3.65,6,116.3,2.3,109.3,7,109,98.7,12.2,3.65,1
"DENNISPITTA","Dennis Pitta","TE",127.989178373736,6.6138068930544,5,"BAL",118,95,8,12.43,149,142,148,148,141.225,151.125,121.625,118.375,121.25,111.75,116.25,108.375,151,NA,119.625,125.125,127.989178373736,9.63425409730546,14.8,34.6704702366231,1.5,7,4.25,7,86.9,2.8,89,8,77,98.7,14.9,4.25,1
"ANQUANBOLDIN","Anquan Boldin","WR",126.220666193169,4.30775085038583,4,"SF",119,114.8,46,135.445,120.375,126.5,146.275,NA,126.55,121.175,122.125,127.475,137.75,127.775,133.125,113.375,147.45,NA,115.08,130.397575757576,126.220666193169,-17.1785554964418,15.3,10.4094503040203,1.3,6,3.65,6,114.1,3.1,96.6,5,115,121.6,13.9,3.65,1
"DEANGELOWILLIAMS","DeAngelo Williams","RB",126.211395651706,5.03096764802373,5,"CAR",120,109.3,36,103.465,133.8,124.975,131.65,NA,128.7175,157.675,130.075,129.725,106.5,128.425,147,140.075,145.125,NA,94.25,126.47205952381,126.211395651706,8.28358145063544,15.7,17.412763946273,2.2,6,4.1,6,123.4,2.9,101.7,9,114,112.3,12.5,4.1,1
"JORDANREED","Jordan Reed","TE",126.124584050605,4.58285654072798,5,"WAS",121,86,9,91.35,137.625,135.375,122.125,122.125,134.35,163.375,140.125,129.25,120,119.375,120.375,104,150.25,NA,119.575,129.101520833333,126.124584050605,7.76965977417505,11.3,17.5875001269164,1.5,7,4.25,7,84.2,2.1,115.3,8,80,76.9,11.4,4.25,1
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB",125.543713902038,9.13213144137341,1,"MIN",122,189.7,31,NA,211.34,200.38,93.1,NA,152.476,110.5,63.7,110.16,154.2,138.14,135.1,NA,126.9,NA,95.47,128.866615384615,125.543713902038,-119.538600214485,30.9,43.0678297780127,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KYLERUDOLPH","Kyle Rudolph","TE",123.693320713288,4.50862057461612,6,"MIN",123,88.7,10,109.77,128,137.875,120,120,128.0875,156.875,129.125,117.625,136.375,112.375,119.75,99.125,130.75,NA,117.725,125.38971875,123.693320713288,5.33839643685739,14.2,13.6712383243592,1.8,9,5.4,9,69,2.6,106.3,7,86,86.3,13.6,5.4,1
"JUSTINHUNTER","Justin Hunter","WR",123.63125,5.04136412542435,4,"TEN",124,103.8,47,NA,131.25,136.75,114.25,NA,119.9875,104.75,101.5,122.25,122.5,124.875,123.125,101.625,150.875,NA,135.09,123.112575341325,123.63125,-19.7679716896105,18.5,14.4756498846626,1.2,6,3.6,6,123.1,1.4,127.5,5,138,111.5,12.8,3.6,1
"DOUGBALDWIN","Doug Baldwin","WR",123.489853103745,5.37119469286848,1,"SEA",125,142.6,48,148.925,114,134.375,100.15,NA,116.7375,139.925,111.875,119.675,127.375,112.125,119,119.125,144.925,NA,118.665,124.300422077922,123.489853103745,-19.9093685858656,22.1,13.9541418447088,1,1,1,1,NA,1.3,144.8,3,170,NA,NA,1,1
"GREGJENNINGS","Greg Jennings","WR",123.000090786287,5.53073936263757,1,"MIN",126,120.7,49,93.595,102.375,115.625,118,NA,111.875,153.425,117.375,109.5,137.75,123.875,144.125,130.375,138.875,NA,142.3,124.586477272727,123.000090786287,-20.3991309033235,20.4,17.4432022087891,1,1,1,1,NA,1.6,120.4,4,154,NA,NA,1,1
"TAVONAUSTIN","Tavon Austin","WR",122.239858932441,6.55324674359613,1,"STL",127,134.6,50,36.28,104.375,105.25,101.6,NA,122.5375,82.2,135.15,123.5,104.5,124.025,124.125,130.95,152.475,NA,103.71,118.963825757576,122.239858932441,-21.1593627571691,20.6,27.7421061618,1,1,1,1,NA,1.5,133.3,6,136,107.9,8.7,1,1
"CHADHENNE","Chad Henne","QB",121.190810948445,8.25524623871576,1,"JAC",128,195.9,32,215.4,171.74,53.6,113.3,NA,111.99,127.54,120.64,126.76,92.8,92.46,73.5,214.24,128.58,NA,141.39,125.207023809524,121.190810948445,-123.891503168079,19,46.9863678617018,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"KENNYSTILLS","Kenny Stills","WR",119.791390490686,5.13366957960772,1,"NO",129,134.8,51,122.97,133.25,121.375,96.775,NA,117,112.075,123.125,107.125,121.125,123.6,118.75,133.5,132.725,NA,125.15,120.493658008658,119.791390490686,-23.6078311989245,23.3,10.2066429093028,1,1,1,1,NA,1.4,145.4,2,162,125.6,14.4,1,1
"RODSTREATER","Rod Streater","WR",118.350276103559,5.9983037395599,1,"OAK",130,158.2,52,147.24,126.375,120.875,96.825,NA,107.525,143.1,88.375,131.15,115.375,91.6,132.5,118.75,127.825,NA,111.815,118.216818181818,118.350276103559,-25.048945586052,24.3,18.0121186158921,1,1,1,1,NA,0,170,2,237,NA,NA,1,1
"MARKUSWHEATON","Markus Wheaton","WR",117.634150324424,5.74243655445627,1,"PIT",131,124.9,53,59.915,108,107.875,107.25,NA,111.0625,120.95,120.575,118.125,132,114.2,121.875,129.625,145.05,NA,141.79,115.364848484848,117.634150324424,-25.7650713651863,19.7,20.3814862164535,1,1,1,1,NA,1.4,143.9,3,171,129.1,13.6,1,1
